"","TIME_PERIOD","GEO","AGE","SEX","Obs_status","Obs_value","YEAR","CW","VALUE"
"1","2021-W01","CH","_T","T","P","1595","2021","01",1595
"2","2021-W01","CH011","_T","T","P","2","2021","01",2
"3","2021-W01","CH021","_T","T","P","251","2021","01",251
"4","2021-W01","CH040","_T","T","P","280","2021","01",280
"5","2021-W01","CH070","_T","T","P","89","2021","01",89
