"","TIME_PERIOD","GEO","AGE","SEX","Obs_status","Obs_value","YEAR","CW","VALUE"
"1","2020-W53","CH","_T","T","P","1681","2020","53",1681
"2","2020-W53","CH011","_T","T","P","6","2020","53",6
"3","2020-W53","CH021","_T","T","P","255","2020","53",255
"4","2020-W53","CH040","_T","T","P","296","2020","53",296
"5","2020-W53","CH070","_T","T","P","101","2020","53",101
